Circle Name,Region Name,Division Name,Office Name,Pincode,OfficeType,Delivery,District,StateName
Tamilnadu Circle,"Central Region, Trichirapalli",Srirangam Division,Namangunam B.O,621716,BO,Delivery,ARIYALUR,Tamil Nadu
Tamilnadu Circle,"Central Region, Trichirapalli",Srirangam Division,Periyamangalam B.O,621011,BO,Delivery,SALEM,Tamil Nadu
Tamilnadu Circle,"Central Region, Trichirapalli",Vriddhachalam Division,Murukkambadi B.O,605754,BO,Delivery,VELLORE,Tamil Nadu
Tamilnadu Circle,Chennai City Region,Anna Road H.O Division,Anna Road H.O,600002,HO,Delivery,Chennai,Tamil Nadu
Tamilnadu Circle,Chennai City Region,Arakkonam Division,Brammadesam BO,632511,BO,Delivery,TIRUVANNAMALAI,Tamil Nadu
Tamilnadu Circle,Chennai City Region,Chengalpattu Division,Acharapakkam SO,603301,SO,Delivery,KANCHIPURAM,Tamil Nadu
Tamilnadu Circle,Chennai City Region,Chennai City South Division,Alwarthirunagar S.O,600087,SO,Delivery,TIRUVALLUR,Tamil Nadu
Tamilnadu Circle,Chennai City Region,Pondicherry Division,Abishegapakkam BO,605007,BO,Delivery,PONDICHERRY,Pondicherry
Tamilnadu Circle,"Southern Region, Madurai",Kanniyakumari Division,Adaikkakuzhi B.O,629153,BO,Delivery,KANYAKUMARI,Tamil Nadu
Tamilnadu Circle,"Southern Region, Madurai",Karaikudi Division,Neivayal B.O,630312,BO,Delivery,RAMANATHAPURAM,Tamil Nadu
Tamilnadu Circle,"Southern Region, Madurai",Kovilpatti Division,Achankulam B.O,628718,BO,Delivery,TUTICORIN,Tamil Nadu
Tamilnadu Circle,"Southern Region, Madurai",Kovilpatti Division,Achankuttam B.O,627861,BO,Delivery,TIRUNELVELI,Tamil Nadu
Tamilnadu Circle,"Southern Region, Madurai",Kovilpatti Division,Sippiparai B.O,627713,BO,Delivery,VIRUDHUNAGAR,Tamil Nadu
Tamilnadu Circle,"Southern Region, Madurai",Madurai Division,AAmmapatti BO,625706,BO,Delivery,MADURAI,Tamil Nadu
Tamilnadu Circle,"Southern Region, Madurai",Theni Division,A.Vadipatti B.O,625602,BO,Delivery,THENI,Tamil Nadu
Tamilnadu Circle,"Western Region, Coimbatore",Coimbatore Division,Agraharasamakulam BO,641110,BO,Delivery,COIMBATORE,Tamil Nadu
Tamilnadu Circle,"Western Region, Coimbatore",Dharmapuri Division,Arasampatti B.O,635201,BO,Delivery,KRISHNAGIRI,Tamil Nadu
Tamilnadu Circle,"Western Region, Coimbatore",Erode Division,Akkaraikodiveri BO,638454,BO,Delivery,ERODE,Tamil Nadu
Tamilnadu Circle,"Western Region, Coimbatore",Erode Division,Cauvery Railway Station SO,638007,SO,Delivery,NAMAKKAL,Tamil Nadu
Tamilnadu Circle,"Western Region, Coimbatore",Nilgiris Division,Adderly B.O,643102,BO,Delivery,NILGIRIS,Tamil Nadu
Telangana Circle,Hyderabad City Region,Hyderabad City Division,A.Gs Office S.O,500004,SO,Non Delivery,HYDERABAD,Telangana
Telangana Circle,Hyderabad City Region,Hyderabad City Division,Aziz Nagar B.O,500075,BO,Delivery,RANGAREDDY,Telangana
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,Almasguda B.O,500112,BO,Delivery,Ranga Reddy,Telangana
Telangana Circle,Hyderabad City Region,Medak Division,Ahmedipur B.O,502278,BO,Delivery,SIDDIPET,Telangana
Telangana Circle,Hyderabad City Region,Medak Division,Akkannapet S.O,502115,SO,Delivery,MEDAK,Telangana
Telangana Circle,Hyderabad City Region,Medak Division,Venkatapur B.O,502117,BO,Non Delivery,Mancherial,Telangana
Telangana Circle,Hyderabad City Region,Sangareddy Division,A.I.E. R.C.puram S.O,502032,SO,Non Delivery,SANGAREDDY,Telangana
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bellapur B.O,502286,BO,Delivery,ZAHEERABAD,Telangana
Telangana Circle,Hyderabad City Region,Sangareddy Division,Rasool B.O,502287,BO,Delivery,KHAMMAM,Telangana
Telangana Circle,Hyderabad City Region,Secunderabad Division,Allampalli S.O.,501102,SO,Delivery,Vikarabad,Telangana
Telangana Circle,Hyderabad City Region,Secunderabad Division,CRPF B.O,500078,BO,Non Delivery,Trimulgherry,Telangana
Telangana Circle,Hyderabad City Region,Secunderabad Division,Gottimukkala B.O,501102,BO,Delivery,NALGONDA,Telangana
Telangana Circle,Hyderabad City Region,Secunderabad Division,Kanakamamidi B.O,501504,BO,Non Delivery,Secunderabad,Telangana
Telangana Circle,Hyderabad City Region,Secunderabad Division,Manneguda B.O,501102,BO,Delivery,K.V.Rangareddy,Telangana
Telangana Circle,Hyderabad Region,Adilabad Division,Adegaon B.O,504307,BO,Delivery,ADILABAD,Telangana
Telangana Circle,Hyderabad Region,Adilabad Division,Aloor B.O,504110,BO,Delivery,NIRMAL,Telangana
Telangana Circle,Hyderabad Region,Hanamkonda Division,Abbapur B.O,506343,BO,Delivery,Parkal,Telangana
Telangana Circle,Hyderabad Region,Hanamkonda Division,Abdulnagaram B.O,506145,BO,Delivery,Hanamkonda,Telangana
Telangana Circle,Hyderabad Region,Hanamkonda Division,Adavikeshvapur B.O,506175,BO,Delivery,Jangaon,Telangana
Telangana Circle,Hyderabad Region,Hanamkonda Division,Akulavarighampur B.O,506165,BO,Delivery,JAYASHANKAR,Telangana
Telangana Circle,Hyderabad Region,Hanamkonda Division,Kasimpalli B.O,506169,BO,Delivery,BHUPALPALLI,Telangana
Telangana Circle,Hyderabad Region,Karimnagar Division,Adivipadira B.O,505305,BO,Delivery,SIRCILLA,Telangana
Telangana Circle,Hyderabad Region,Karimnagar Division,Aggimalla B.O,505532,BO,Delivery,JAGTIAL,Telangana
Telangana Circle,Hyderabad Region,Karimnagar Division,Mallapur B.O,505415,BO,Delivery,PEDDAPALLI,Telangana
Telangana Circle,Hyderabad Region,Khammam Division,Abbugudem B.O,507316,BO,Delivery,KOTHAGUDEM,Telangana
Telangana Circle,Hyderabad Region,Khammam Division,ANANDAPURAM,507116,BO,Delivery,KOTHAGUDEM COLLS,Telangana
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Abhangapur B.O,509210,BO,Delivery,MAHABUB NAGAR,Telangana
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Alampur S.O,509152,SO,Delivery,GADWAL,Telangana
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Amerchinta S.O,509130,SO,Delivery,WANAPARTHY,Telangana
Telangana Circle,Hyderabad Region,Nizamabad Division,Abhangapatnam B.O,503245,BO,Delivery,NIZAMABAD,Telangana
Telangana Circle,Hyderabad Region,Nizamabad Division,Achampet B.O,503302,BO,Delivery,KAMAREDDY,Telangana
Telangana Circle,Hyderabad Region,Suryapet Division,Aipoor B.O,508221,BO,Delivery,SURYAPET,Telangana
Telangana Circle,Hyderabad Region,Wanaparthy Division,Achampet S.O,509375,SO,Delivery,NAGAR KURNOOL,Telangana
Telangana Circle,Hyderabad Region,Wanaparthy Division,Gaddampally B.O,509385,BO,Delivery,STN. JADCHERLA,Telangana
Telangana Circle,Hyderabad Region,Warangal Division,Ammeenapur B.O,506112,BO,Delivery,MAHABUBABAD,Telangana
Telangana Circle,Hyderabad Region,Warangal Division,Dowlathnagar B.O,506365,BO,Non Delivery,Warangal Rural,Telangana
Telangana Circle,Hyderabad Region,Warangal Division,Jama Thanda B.O,506368,BO,Delivery,Mahabuababad,Telangana
Uttar Pradesh Circle,Agra Region,Agra Division,15 Bn PAC,282001,SO,Non Delivery,AGRA,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Aligarh Division,Abhaipur Behlolpur BO,202133,BO,Delivery,ALIGARH,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Aligarh Division,Agrana BO,204211,BO,Delivery,HATHRAS,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Aligarh Division,Garhi Balna BO,204101,BO,Delivery,BULANDSHAHR,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Aligarh Division,Nagla Sarua BO,202142,BO,Delivery,ALLAHABAD,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Bulandshahar Division,Neemka BO,203155,BO,Delivery,GAUTAM BUDDHA NAGAR,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Etah Division,Abhaipura BO,207241,BO,Delivery,ETAH,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Etah Division,Achalpur BO,207125,BO,Delivery,KANSHIRAM NAGAR,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Etawah Division,Abhinaypur Pathakpur BO,206253,BO,Delivery,ETAWAH,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Etawah Division,Achhalda SO,206241,SO,Delivery,AURAIYA,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Jhansi Division,33 Bn Pac Jhansi SO,284135,SO,Delivery,JHANSI,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Jhansi Division,Abhedepur BO,285130,BO,Delivery,JALAUN,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Jhansi Division,Alapur BO,284122,BO,Delivery,LALITPUR,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Jhansi Division,BangraBangri,284202,BO,Delivery,HAPUR,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Mainpuri Division,A G M Bhawali BO,283151,BO,Delivery,FIROZABAD,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Achalpur BO,205263,BO,Delivery,MAINPURI,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Bharaul BO,205121,BO,Delivery,FAIZABAD,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Mainpuri Division,Husainpur BO,283103,BO,Delivery,RAEBARELI,Uttar Pradesh
Uttar Pradesh Circle,Agra Region,Mathura Division,Adooki BO,281006,BO,Delivery,MATHURA,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Allahabad Division,Afjalpurwari BO,212217,BO,Delivery,KAUSHAMBI,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Allahabad Division,Arail PO Kumbh Mela,211020,SO,Delivery,Prayagraj Allahabad,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Allahabad Division,Dharampur BO,274308,BO,Delivery,KUSHINAGAR,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Ghazipur Division,Abadan Bairan BO,233227,BO,Delivery,GHAZIPUR,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Ghazipur Division,Bhataura BO,232327,BO,Delivery,VARANASI,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Mirzapur Division,Adalganj BO,231205,BO,Delivery,SONBHADRA,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Mirzapur Division,Adalhat SO,231302,SO,Delivery,MIRZAPUR,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Pratapgarh Division,Abdul Wahidganj BO,230141,BO,Delivery,PRATAPGARH,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Pratapgarh Division,Umrar BO,230125,BO,Delivery,KANPUR DEHAT,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Sultanpur Division,Abhiya Kalan BO,228001,BO,Delivery,SULTANPUR,Uttar Pradesh
Uttar Pradesh Circle,Allahabad Region,Sultanpur Division,Achalpur BO,227801,BO,Delivery,AMETHI,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Bareilly Division,Abhaipur BO,262122,BO,Delivery,PILIBHIT,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Bareilly Division,Abhayrajpur BO,262406,BO,Delivery,BAREILLY,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Bijnor Division,Aasfabad Chaman BO,246722,BO,Delivery,BIJNOR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Budaun Division,Abdulla Ganj BO,243639,BO,Delivery,BUDAUN,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Hardoi Division,Aamtara BO,241123,BO,Delivery,HARDOI,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Kheri Division,Abgawan BO,262727,BO,Delivery,KHERI,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Meerut Division,Abdullapur BO,250001,BO,Delivery,MEERUT,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Meerut Division,Agarwal Mandi SO,250601,SO,Delivery,BAGPAT,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Adampur BO,244255,BO,Delivery,AMROHA,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Afjalpur Darauli BO,244414,BO,Delivery,SAMBHAL,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Aghapur BO,244901,BO,Delivery,RAMPUR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Aghwanpur SO,244504,SO,Delivery,MORADABAD,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Moradabad Division,Paigamberpur BO,244921,BO,Delivery,KANPUR NAGAR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Muzaffarnagar Division,Agarwal Paper Mill BO,251001,BO,Delivery,MUZAFFARNAGAR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Saharanpur Division,Aghiana BO,247342,BO,Delivery,SAHARANPUR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Saharanpur Division,Banderjud BO,247662,BO,Delivery,HARIDWAR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,A C Factory SO,242001,SO,Non Delivery,SHAHJAHANPUR,Uttar Pradesh
Uttar Pradesh Circle,Bareilly Region,Shahjahanpur Division,Mudigawan BO,242406,BO,Delivery,SANT RAVIDAS NAGAR,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Abusaidpur BO,276205,BO,Delivery,AZAMGARH,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Azamgarh Division,Adari BO,275102,BO,Delivery,MAU,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Bahraich Division,Aggapur BO,271831,BO,Delivery,SHRAWASTI,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Bahraich Division,Ailiha BO,271870,BO,Delivery,BAHRAICH,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Basti Division,Agiyauna BO,272152,BO,Delivery,SIDDHARTHNAGAR,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Basti Division,Ahra BO,272178,BO,Delivery,BASTI,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Basti Division,Asharfa Bad BO,272173,BO,Delivery,SANT KABIR NAGAR,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Ahirauli Baghel BO,274702,BO,Delivery,DEORIA,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Gonda Division,Aata BO,271504,BO,Delivery,GONDA,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,A.P.Station S.O,273002,SO,Delivery,GORAKHPUR,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Adda Bazar BO,273164,BO,Delivery,MAHARAJGANJ,Uttar Pradesh
Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Anandnagar S.O  Maharajganj,273155,SO,Delivery,MAHRAJGANJ,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Banda Division,Achharaund BO,210001,BO,Delivery,BANDA,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Banda Division,Agarahunda BO,210205,BO,Delivery,CHITRAKOOT,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Banda Division,Ainchana BO,210425,BO,Delivery,MAHOBA,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Banda Division,Amgaon BO,210430,BO,Delivery,HAMIRPUR,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Agaus BO,209723,BO,Delivery,KANNAUJ,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Fatehgarh Division,Ahmadganj BO,209502,BO,Delivery,FARRUKHABAD,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Fatehpur Division,Abhaipur BO,212665,BO,Delivery,FATEHPUR,Uttar Pradesh
Uttar Pradesh Circle,Kanpur Region,Kanpur Moffusil Division,Aakampur BO,209866,BO,Delivery,UNNAO,Uttar Pradesh
Uttar Pradesh Circle,Lucknow  HQ Region,Barabanki Division,10th BN  P A C Barabanki S.O.,225001,SO,Non Delivery,BARABANKI,Uttar Pradesh
Uttar Pradesh Circle,Lucknow  HQ Region,Faizabad Division,Adampur Tiloni BO,224168,BO,Delivery,AMBEDKAR NAGAR,Uttar Pradesh
Uttar Pradesh Circle,Lucknow  HQ Region,Ghaziabad Division,Abhay Khand 03 SO,201021,SO,Delivery,GHAZIABAD,Uttar Pradesh
Uttar Pradesh Circle,Lucknow  HQ Region,Lucknow Division,32 Bn PAC SO Lucknow,226023,SO,Non Delivery,LUCKNOW,Uttar Pradesh
Uttar Pradesh Circle,Lucknow  HQ Region,Sitapur Division,27 Bn PAC SO,261001,SO,Non Delivery,SITAPUR,Uttar Pradesh
Uttar Pradesh Circle,Varanasi Region,Ballia Division,Achalgarh BO,277209,BO,Delivery,BALLIA,Uttar Pradesh
Uttar Pradesh Circle,Varanasi Region,Jaunpur Division,Aara BO,222133,BO,Delivery,JAUNPUR,Uttar Pradesh
Uttar Pradesh Circle,Varanasi Region,Varanasi East Division,Adsand BO,232110,BO,Delivery,CHANDAULI,Uttar Pradesh
Uttarakhand Circle,NA,Almora Division,Aina BO,263652,BO,Delivery,ALMORA,Uttarakhand
Uttarakhand Circle,NA,Almora Division,Amsarkote BO,263642,BO,Delivery,BAGESHWAR,Uttarakhand
Uttarakhand Circle,NA,Chamoli Division,Adibadri SO,246440,SO,Delivery,CHAMOLI,Uttarakhand
Uttarakhand Circle,NA,Chamoli Division,Agar,246442,BO,Delivery,RUDRAPRAYAG,Uttarakhand
Uttarakhand Circle,NA,Dehradun Division,Ajabpur SO,248121,SO,Delivery,DEHRADUN,Uttarakhand
Uttarakhand Circle,NA,Nainital Division,31 Bn PAC Rudarpur SO,263153,SO,Non Delivery,NAINITAL,Uttarakhand
Uttarakhand Circle,NA,Nainital Division,Chandani SO,262310,SO,Delivery,CHAMPAWAT,Uttarakhand
Uttarakhand Circle,NA,Nainital Division,Hariawala Chauraha SO,244713,SO,Non Delivery,UDHAM SINGH NAGAR,Uttarakhand
Uttarakhand Circle,NA,Nainital Division,Mehragaon BO,263132,BO,Delivery,PAURI GARHWAL,Uttarakhand
Uttarakhand Circle,NA,Pithoragarh Division,Adichaura BO,262551,BO,Delivery,PITHORAGARH,Uttarakhand
Uttarakhand Circle,NA,Tehri Division,Agar BO,249175,BO,Delivery,TEHRI GARHWAL,Uttarakhand
Uttarakhand Circle,NA,Tehri Division,Arakot BO,249128,BO,Delivery,UTTARKASHI,Uttarakhand
West Bengal Circle,NA,Sikkim Division,Ahoo Busty BO,737135,BO,Delivery,EAST SIKKIM,Sikkim
West Bengal Circle,NA,Sikkim Division,Arithang BO,737111,BO,Delivery,WEST SIKKIM,Sikkim
West Bengal Circle,NA,Sikkim Division,Assangthang BO,737126,BO,Delivery,SOUTH SIKKIM,Sikkim
West Bengal Circle,NA,Sikkim Division,Gor BO,737107,BO,Delivery,NORTH SIKKIM,Sikkim
West Bengal Circle,Calcutta HQ Region,A - N Islands Division,Aberdeen  Bazar S.O,744104,SO,Delivery,South Andaman,Andaman and Nico.In.
West Bengal Circle,Calcutta HQ Region,A - N Islands Division,Aerial Bay B.O,744202,BO,Delivery,North And Middle Andaman,Andaman and Nico.In.
West Bengal Circle,Calcutta HQ Region,A - N Islands Division,Campbelbay S.O,744302,SO,Delivery,Nicobar,Andaman and Nico.In.
West Bengal Circle,Calcutta HQ Region,A - N Islands Division,Herbertabad B.O,744103,BO,Delivery,Port Blair,West Bengal
West Bengal Circle,Calcutta HQ Region,A - N Islands Division,Mohanpur B.O,744204,BO,Delivery,North & Middle Andaman,Andaman and Nico.In.
West Bengal Circle,Kolkata Region,Alipore H.O Division,Alipore Dist Board S.O,700027,SO,Non Delivery,Kolkata,West Bengal
West Bengal Circle,Kolkata Region,Barasat Division,Abadkuliadanga BO,743456,BO,Delivery,NORTH 24 PARGANAS,West Bengal
West Bengal Circle,Kolkata Region,Birbhum Division,Abadanga BO,731303,BO,Delivery,BIRBHUM,West Bengal
West Bengal Circle,Kolkata Region,Kolkata East Division,Chowbaga BO,700105,BO,Delivery,SOUTH 24 PARGANAS,West Bengal
West Bengal Circle,Kolkata Region,Murshidabad Division,Adibasi Beldanga BO,742122,BO,Delivery,MURSHIDABAD,West Bengal
West Bengal Circle,Kolkata Region,Murshidabad Division,Farakka Project SO,742212,SO,Non Delivery,MEDINIPUR,West Bengal
West Bengal Circle,Kolkata Region,Nadia North Division,Akanda Danga BO,741137,BO,Delivery,NADIA,West Bengal
West Bengal Circle,North Bengal Region,Cooch Behar Division,Airani Chitalia BO,736156,BO,Delivery,COOCH BEHAR,West Bengal
West Bengal Circle,North Bengal Region,Cooch Behar Division,Alipurduar Court SO,736122,SO,Delivery,JALPAIGURI,West Bengal
West Bengal Circle,North Bengal Region,Darjeeling Division,7th Mile Kalimpong SO,734301,SO,Non Delivery,DARJILING,West Bengal
West Bengal Circle,North Bengal Region,Darjeeling Division,Balasun BO,734209,BO,Delivery,EAST MIDNAPORE,West Bengal
West Bengal Circle,North Bengal Region,Darjeeling Division,Chathat B.O,734434,BO,Delivery,Darjeeling,West Bengal
West Bengal Circle,North Bengal Region,Darjeeling Division,Echhey B.O,734301,BO,Delivery,Kalimpong,West Bengal
West Bengal Circle,North Bengal Region,Darjeeling Division,Khoribari SO,734427,SO,Delivery,WEST MIDNAPORE,West Bengal
West Bengal Circle,North Bengal Region,Dinajpur Division,Ajmatpur BO,733127,BO,Delivery,SOUTH DINAJPUR,West Bengal
West Bengal Circle,North Bengal Region,Dinajpur Division,Akhanagar BO,733129,BO,Non Delivery,NORTH DINAJPUR,West Bengal
West Bengal Circle,North Bengal Region,Dinajpur Division,Dobakhokshan BO,733124,BO,Delivery,MALDA,West Bengal
West Bengal Circle,South Bengal Region,Asansol Division,Achra BO,713335,BO,Delivery,BARDHAMAN,West Bengal
West Bengal Circle,South Bengal Region,Asansol Division,Hirapur B.O,713325,BO,Delivery,Paschim Bardhaman,West Bengal
West Bengal Circle,South Bengal Region,Bankura Division,Agarda BO,722144,BO,Delivery,BANKURA,West Bengal
West Bengal Circle,South Bengal Region,Hooghly North Division,Addconagar SO,712121,SO,Delivery,HOOGHLY,West Bengal
West Bengal Circle,South Bengal Region,Howrah Division,Abhoynagar BO,711205,BO,Delivery,HOWRAH,West Bengal
West Bengal Circle,South Bengal Region,Purulia Division,Achkoda BO,723145,BO,Delivery,PURULIYA,West Bengal
